ticket_id,customer_id,order_id,data_abertura,data_fechamento,canal_entrada,categoria_problema,status_atendimento,texto_cliente,nota_csat,tempo_primeira_resposta_minutos,custo_operacional_ticket
TKT-013768,CLI-11830,ORD-074344,2024-11-09 16:07:05,2024-11-13 07:07:05,Reclame Aqui,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",3.0,859.0,45.0
TKT-013769,CLI-11830,ORD-066547,2025-04-22 13:31:45,2025-04-26 09:31:45,WhatsApp,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,2.0,15.0
TKT-013770,CLI-07163,ORD-018666,2023-08-24 07:14:52,2023-08-26 03:14:52,E-mail,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,231.0,15.0
TKT-013771,CLI-06160,ORD-054099,2024-10-18 12:18:00,2024-10-21 14:18:00,E-mail,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,3.0,77.0,15.0
TKT-013772,CLI-13668,ORD-071902,2025-06-18 21:24:16,2025-06-19 13:24:16,Telefone,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",5.0,16.0,15.0
TKT-013773,CLI-11830,ORD-018434,2025-05-04 13:18:12,2025-05-08 09:18:12,WhatsApp,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",5.0,14.0,15.0
TKT-013774,CLI-01729,ORD-038945,2025-06-03 21:38:29,2025-06-05 04:38:29,Telefone,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,3.0,15.0
TKT-013775,CLI-00583,ORD-079882,2025-09-17 22:27:36,2025-12-31 23:59:00,WhatsApp,Elogio,Aberto,"Qualidade excelente, com certeza vou comprar novamente.",3.0,5.0,15.0
TKT-013776,CLI-04271,ORD-030064,2025-11-16 18:56:52,2025-11-20 10:56:52,WhatsApp,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",4.0,14.0,15.0
TKT-013777,CLI-11830,ORD-063102,2024-03-29 09:17:22,2024-04-01 00:17:22,ChatBot,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,1.0,2.0
TKT-013778,CLI-11830,ORD-075529,2024-10-19 09:55:19,2025-12-31 23:59:00,E-mail,Defeito,Aberto,O produto parou de funcionar em dois dias. Absurdo.,3.0,341.0,15.0
TKT-013779,CLI-13668,ORD-031686,2025-05-22 09:31:16,2025-05-23 13:31:16,E-mail,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,3.0,290.0,15.0
TKT-013780,CLI-11830,ORD-034959,2025-02-11 15:18:00,2025-02-13 04:18:00,E-mail,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,172.0,15.0
TKT-013781,CLI-08289,ORD-004176,2025-12-28 21:08:54,2025-12-31 01:08:54,Telefone,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,14.0,15.0
TKT-013782,CLI-14211,ORD-032868,2023-01-22 15:39:54,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,356.0,15.0
TKT-013783,CLI-11830,ORD-059670,2024-02-02 18:24:16,2024-02-04 13:24:16,E-mail,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,60.0,15.0
TKT-013784,CLI-02474,ORD-076754,2023-11-24 12:08:00,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,1.0,2.0
TKT-013785,CLI-11830,ORD-011264,2023-11-13 18:18:02,2023-11-15 13:18:02,ChatBot,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",1.0,1.0,2.0
TKT-013786,CLI-11830,ORD-007908,2023-10-04 22:28:59,2023-10-07 06:28:59,Telefone,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",1.0,12.0,15.0
TKT-013787,CLI-11830,ORD-010095,2025-03-01 15:33:42,2025-03-03 06:33:42,E-mail,Troca de Tamanho,Escalado para N2,"Quero fazer uma troca, o produto não serviu.",4.0,198.0,15.0
TKT-013788,CLI-11830,ORD-024749,2023-04-17 22:41:17,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Aberto,Meu rastreio não atualiza desde terça. Alguém me ajuda?,5.0,307.0,15.0
TKT-013789,CLI-11830,ORD-069554,2025-03-30 19:01:09,2025-04-01 03:01:09,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,4.0,15.0
TKT-013790,CLI-01729,ORD-069738,2025-02-06 17:50:43,2025-02-09 14:50:43,WhatsApp,Pagamento não aprovado,Escalado para N2,Tentei pagar três vezes e não consigo finalizar o pedido.,4.0,4.0,15.0
TKT-013791,CLI-01729,ORD-039418,2023-11-05 08:52:01,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Aberto,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,0.0,2.0
TKT-013792,CLI-11830,ORD-079949,2023-11-07 17:02:31,2023-11-07 19:02:31,E-mail,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",2.0,126.0,15.0
TKT-013793,CLI-11830,ORD-051814,2024-11-29 17:26:39,2024-12-02 07:26:39,E-mail,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,3.0,408.0,15.0
TKT-013794,CLI-13668,ORD-002575,2025-04-27 13:47:16,2025-04-30 11:47:16,Telefone,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,3.0,9.0,15.0
TKT-013795,CLI-11830,ORD-033011,2025-09-14 21:58:41,2025-12-31 23:59:00,Telefone,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,3.0,19.0,15.0
TKT-013796,CLI-11830,ORD-014726,2025-08-12 07:02:08,2025-08-14 09:02:08,E-mail,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,434.0,15.0
TKT-013797,CLI-00625,ORD-039468,2025-12-04 22:06:16,2025-12-31 23:59:00,WhatsApp,Defeito,Em Análise,"Recebi o item danificado, quero reembolso.",2.0,5.0,15.0
TKT-013798,CLI-11830,ORD-033525,2024-11-02 14:00:53,2024-11-03 21:00:53,E-mail,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,3.0,259.0,15.0
TKT-013799,CLI-01729,ORD-021905,2025-10-26 13:21:00,2025-10-30 06:21:00,E-mail,Elogio,Escalado para N2,"Embalagem linda, presente perfeito. Obrigada!",5.0,151.0,15.0
TKT-013800,CLI-11830,ORD-002597,2025-06-10 08:54:15,2025-12-31 23:59:00,Reclame Aqui,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",1.0,1433.0,45.0
TKT-013801,CLI-11830,ORD-071773,2025-10-07 07:30:51,2025-10-07 21:30:51,E-mail,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",2.0,86.0,15.0
TKT-013802,CLI-11830,ORD-049758,2023-01-19 20:02:27,2023-01-22 09:02:27,Telefone,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,4.0,15.0
TKT-013803,CLI-11830,ORD-079168,2025-12-05 20:05:07,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,5.0,447.0,15.0
TKT-013804,CLI-11830,ORD-011522,2024-06-10 09:23:29,2024-06-12 09:23:29,Reclame Aqui,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",5.0,401.0,45.0
TKT-013805,CLI-11830,ORD-066737,2025-05-29 19:21:25,2025-05-31 13:21:25,ChatBot,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,2.0,2.0
TKT-013806,CLI-13668,ORD-032086,2023-05-28 19:19:08,2023-06-01 18:19:08,WhatsApp,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,4.0,6.0,15.0
TKT-013807,CLI-12360,ORD-059582,2024-03-20 21:34:09,2025-12-31 23:59:00,E-mail,Pagamento não aprovado,Em Análise,Tentei pagar três vezes e não consigo finalizar o pedido.,3.0,460.0,15.0
TKT-013808,CLI-11830,ORD-025321,2023-11-18 18:10:22,2023-11-19 01:10:22,WhatsApp,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",2.0,7.0,15.0
TKT-013809,CLI-11830,ORD-031199,2023-11-28 12:37:51,2023-11-28 23:37:51,WhatsApp,Troca de Tamanho,Escalado para N2,"Quero fazer uma troca, o produto não serviu.",3.0,5.0,15.0
TKT-013810,CLI-11830,ORD-048627,2023-05-25 21:20:12,2023-05-27 09:20:12,Telefone,Onde está meu pedido?,Escalado para N2,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,9.0,15.0
TKT-013811,CLI-01729,ORD-013792,2025-06-07 18:26:54,2025-06-10 00:26:54,E-mail,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,373.0,15.0
TKT-013812,CLI-01729,ORD-019462,2023-01-15 18:19:56,2023-01-15 19:19:56,Reclame Aqui,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,1189.0,45.0
TKT-013813,CLI-11830,ORD-007638,2023-12-14 11:12:48,2023-12-17 13:12:48,E-mail,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,239.0,15.0
TKT-013814,CLI-11830,ORD-073425,2023-08-02 14:04:58,2023-08-02 16:04:58,Reclame Aqui,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,348.0,45.0
TKT-013815,CLI-11830,ORD-068955,2024-11-07 09:13:28,2024-11-11 00:13:28,Reclame Aqui,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,301.0,45.0
TKT-013816,CLI-01729,ORD-001856,2023-11-08 13:27:46,2023-11-12 06:27:46,Reclame Aqui,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,3.0,510.0,45.0
TKT-013817,CLI-09726,ORD-029756,2023-11-11 19:29:46,2023-11-12 07:29:46,Reclame Aqui,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,2.0,1262.0,45.0
TKT-013818,CLI-01729,ORD-063526,2024-07-01 12:29:33,2024-07-04 02:29:33,Telefone,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",5.0,18.0,15.0
TKT-013819,CLI-12360,ORD-072412,2024-12-18 16:54:23,2024-12-18 22:54:23,E-mail,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,2.0,360.0,15.0
TKT-013820,CLI-04767,ORD-059408,2023-05-23 14:31:37,2023-05-23 19:31:37,WhatsApp,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",4.0,4.0,15.0
TKT-013821,CLI-12360,ORD-051849,2023-08-03 16:13:52,2023-08-05 09:13:52,Telefone,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",4.0,14.0,15.0
TKT-013822,CLI-14211,ORD-067231,2023-11-03 13:25:42,2023-11-07 08:25:42,E-mail,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",5.0,252.0,15.0
TKT-013823,CLI-12360,ORD-008462,2025-12-11 18:35:08,2025-12-12 13:35:08,E-mail,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,2.0,249.0,15.0
TKT-013824,CLI-12360,ORD-073916,2024-03-21 08:24:27,2024-03-21 22:24:27,ChatBot,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,3.0,3.0,2.0
TKT-013825,CLI-12360,ORD-063273,2024-11-14 12:28:53,2024-11-15 21:28:53,WhatsApp,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,9.0,15.0
TKT-013826,CLI-04627,ORD-078112,2023-10-30 13:35:52,2023-11-02 02:35:52,E-mail,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,181.0,15.0
TKT-013827,CLI-01729,ORD-013896,2024-07-04 15:28:54,2024-07-07 13:28:54,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,4.0,7.0,15.0
TKT-013828,CLI-11830,ORD-065583,2023-04-02 10:15:37,2023-04-04 08:15:37,WhatsApp,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,2.0,13.0,15.0
TKT-013829,CLI-03910,ORD-027815,2023-02-23 08:04:20,2023-02-26 23:04:20,E-mail,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",5.0,151.0,15.0
TKT-013830,CLI-01729,ORD-060527,2024-06-03 11:35:03,2024-06-05 12:35:03,WhatsApp,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,5.0,15.0
TKT-013831,CLI-11830,ORD-063751,2024-03-23 13:19:31,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Aberto,O vestido veio num tamanho diferente do que pedi.,4.0,6.0,15.0
TKT-013832,CLI-07163,ORD-060092,2023-06-08 16:18:52,2023-06-09 23:18:52,Telefone,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",5.0,13.0,15.0
TKT-013833,CLI-11830,ORD-019492,2025-01-28 17:53:14,2025-12-31 23:59:00,WhatsApp,Defeito,Em Análise,A costura estava totalmente solta quando abri a embalagem.,2.0,5.0,15.0
TKT-013834,CLI-01729,ORD-048454,2025-12-26 09:40:22,2025-12-28 11:40:22,Reclame Aqui,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",5.0,746.0,45.0
TKT-013835,CLI-14211,ORD-035235,2024-03-20 12:48:04,2024-03-20 21:48:04,Reclame Aqui,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",1.0,997.0,45.0
TKT-013836,CLI-08001,ORD-013475,2024-11-27 18:48:10,2024-11-29 15:48:10,E-mail,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,2.0,449.0,15.0
TKT-013837,CLI-12742,ORD-059223,2025-12-02 22:29:09,2025-12-05 18:29:09,Reclame Aqui,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,4.0,696.0,45.0
TKT-013838,CLI-03900,ORD-072263,2025-07-13 08:41:17,2025-07-17 01:41:17,Telefone,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",4.0,4.0,15.0
TKT-013839,CLI-13650,ORD-041496,2024-05-29 11:57:47,2025-12-31 23:59:00,Reclame Aqui,Dúvida Técnica,Em Análise,Qual o prazo de entrega para o meu CEP?,4.0,890.0,45.0
TKT-013840,CLI-09365,ORD-010978,2025-03-26 13:19:31,2025-03-28 16:19:31,ChatBot,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,5.0,2.0,2.0
TKT-013841,CLI-01729,ORD-014109,2023-05-29 18:58:25,2023-05-31 09:58:25,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,5.0,15.0
TKT-013842,CLI-11830,ORD-038353,2024-08-05 21:09:58,2024-08-06 00:09:58,WhatsApp,Pagamento não aprovado,Resolvido,Tentei pagar três vezes e não consigo finalizar o pedido.,3.0,11.0,15.0
TKT-013843,CLI-10455,ORD-065800,2023-11-23 20:46:44,2023-11-26 23:46:44,WhatsApp,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",2.0,13.0,15.0
TKT-013844,CLI-12779,ORD-011485,2023-07-13 07:28:42,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Aberto,O app não carrega a página de checkout.,4.0,370.0,15.0
TKT-013845,CLI-11830,ORD-023116,2024-04-26 11:43:39,2024-04-27 21:43:39,ChatBot,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,3.0,2.0
TKT-013846,CLI-11830,ORD-047121,2023-05-31 08:08:12,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Em Análise,"Preciso trocar o tamanho M pelo G, como faço?",1.0,7.0,15.0
TKT-013847,CLI-11830,ORD-078572,2025-02-14 19:05:07,2025-02-15 04:05:07,Reclame Aqui,Pagamento não aprovado,Escalado para N2,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,1064.0,45.0
TKT-013848,CLI-03910,ORD-067722,2024-05-23 21:02:42,2024-05-24 09:02:42,WhatsApp,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,1.0,5.0,15.0
TKT-013849,CLI-01729,ORD-017169,2024-08-31 15:17:37,2024-09-02 20:17:37,WhatsApp,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,12.0,15.0
TKT-013850,CLI-01729,ORD-051240,2023-06-22 22:11:03,2023-06-26 11:11:03,ChatBot,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,0.0,2.0
TKT-013851,CLI-01729,ORD-067381,2023-06-12 09:59:19,2023-06-15 02:59:19,ChatBot,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,2.0,2.0
TKT-013852,CLI-01729,ORD-001332,2024-11-04 10:20:01,2024-11-08 10:20:01,WhatsApp,Onde está meu pedido?,Escalado para N2,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,15.0,15.0
TKT-013853,CLI-14025,ORD-005542,2025-12-20 12:47:24,2025-12-31 23:59:00,Telefone,Defeito,Em Análise,Comprei e já veio com problema. Péssima qualidade.,3.0,16.0,15.0
TKT-013854,CLI-11830,ORD-046176,2023-05-02 11:59:38,2025-12-31 23:59:00,E-mail,Defeito,Aberto,O produto parou de funcionar em dois dias. Absurdo.,4.0,176.0,15.0
TKT-013855,CLI-03910,ORD-025336,2023-11-27 20:30:34,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Aberto,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",2.0,396.0,15.0
TKT-013856,CLI-11830,ORD-012824,2025-09-05 21:41:26,2025-09-06 02:41:26,Telefone,Troca de Tamanho,Resolvido,"Me mandaram o tamanho errado, preciso resolver isso.",3.0,16.0,15.0
TKT-013857,CLI-14211,ORD-041196,2023-03-31 15:41:12,2023-04-01 23:41:12,Reclame Aqui,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,4.0,802.0,45.0
TKT-013858,CLI-01729,ORD-040821,2025-09-13 08:28:18,2025-09-16 08:28:18,E-mail,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,344.0,15.0
TKT-013859,CLI-01729,ORD-010685,2024-08-22 22:36:34,2024-08-23 20:36:34,WhatsApp,Pagamento não aprovado,Resolvido,PIX foi debitado mas o pedido está como pendente.,2.0,8.0,15.0
TKT-013860,CLI-12360,ORD-039158,2024-03-31 10:05:05,2024-04-02 21:05:05,Telefone,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,3.0,15.0,15.0
TKT-013861,CLI-11830,ORD-066452,2023-12-12 07:21:17,2023-12-15 20:21:17,WhatsApp,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,13.0,15.0
TKT-013862,CLI-11830,ORD-036475,2023-12-02 10:26:35,2023-12-02 12:26:35,ChatBot,Pagamento não aprovado,Resolvido,Tentei pagar três vezes e não consigo finalizar o pedido.,2.0,0.0,2.0
TKT-013863,CLI-10455,ORD-020355,2023-12-09 21:54:37,2023-12-09 23:54:37,WhatsApp,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,3.0,7.0,15.0
TKT-013864,CLI-14211,ORD-018042,2025-09-24 16:21:58,2025-09-27 20:21:58,WhatsApp,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,13.0,15.0
TKT-013865,CLI-01729,ORD-029071,2025-03-14 07:53:42,2025-03-17 09:53:42,Telefone,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,1.0,7.0,15.0
TKT-013866,CLI-13348,ORD-068198,2024-12-31 07:33:58,2025-01-04 02:33:58,E-mail,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,4.0,179.0,15.0
TKT-013867,CLI-11830,ORD-038333,2025-05-29 14:41:06,2025-06-01 21:41:06,E-mail,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,246.0,15.0
TKT-013868,CLI-11830,ORD-000088,2023-11-09 12:39:13,2025-12-31 23:59:00,E-mail,Defeito,Aberto,"Recebi o item danificado, quero reembolso.",3.0,175.0,15.0
TKT-013869,CLI-01729,ORD-017181,2024-11-25 07:42:31,2024-11-26 11:42:31,ChatBot,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,1.0,2.0
TKT-013870,CLI-11830,ORD-020777,2024-05-26 21:02:47,2024-05-27 09:02:47,Reclame Aqui,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",4.0,857.0,45.0
TKT-013871,CLI-01729,ORD-072423,2025-05-16 22:57:11,2025-05-17 09:57:11,ChatBot,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",2.0,2.0,2.0
TKT-013872,CLI-01729,ORD-014501,2023-12-11 21:29:02,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",2.0,2.0,15.0
TKT-013873,CLI-11830,ORD-073627,2024-12-10 13:23:46,2025-12-31 23:59:00,ChatBot,Elogio,Em Análise,"Melhor loja online que já comprei, recomendo muito.",3.0,3.0,2.0
TKT-013874,CLI-11830,ORD-028793,2025-09-21 22:44:08,2025-09-24 11:44:08,ChatBot,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",2.0,3.0,2.0
TKT-013875,CLI-10455,ORD-073042,2024-03-26 14:04:56,2024-03-27 01:04:56,E-mail,Elogio,Escalado para N2,"Qualidade excelente, com certeza vou comprar novamente.",4.0,182.0,15.0
TKT-013876,CLI-11830,ORD-028655,2023-03-26 19:04:32,2023-03-27 04:04:32,WhatsApp,Pagamento não aprovado,Resolvido,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,11.0,15.0
TKT-013877,CLI-01729,ORD-009424,2024-08-10 14:24:15,2025-12-31 23:59:00,Telefone,Defeito,Aberto,A costura estava totalmente solta quando abri a embalagem.,3.0,5.0,15.0
TKT-013878,CLI-11830,ORD-075312,2024-01-18 13:03:21,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,410.0,15.0
TKT-013879,CLI-11830,ORD-065843,2025-01-04 12:49:31,2025-01-05 17:49:31,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",2.0,7.0,15.0
TKT-013880,CLI-10455,ORD-004128,2025-11-24 14:14:50,2025-11-26 10:14:50,ChatBot,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",4.0,1.0,2.0
TKT-013881,CLI-11830,ORD-058989,2024-06-27 22:41:02,2024-07-01 12:41:02,WhatsApp,Pagamento não aprovado,Escalado para N2,O boleto venceu e não consigo gerar outro.,3.0,11.0,15.0
TKT-013882,CLI-11830,ORD-013391,2024-05-31 11:08:54,2024-06-02 11:08:54,WhatsApp,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",3.0,7.0,15.0
TKT-013883,CLI-01729,ORD-041064,2024-12-19 17:55:09,2025-12-31 23:59:00,WhatsApp,Defeito,Aberto,Comprei e já veio com problema. Péssima qualidade.,4.0,5.0,15.0
TKT-013884,CLI-11830,ORD-017513,2023-05-08 12:35:04,2023-05-09 05:35:04,Reclame Aqui,Pagamento não aprovado,Escalado para N2,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,346.0,45.0
TKT-013885,CLI-06707,ORD-024929,2023-11-07 12:15:24,2023-11-08 17:15:24,E-mail,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",2.0,362.0,15.0
TKT-013886,CLI-11830,ORD-041478,2025-11-04 08:45:05,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,3.0,2.0
TKT-013887,CLI-01729,ORD-039176,2024-12-31 10:55:24,2025-01-04 00:55:24,WhatsApp,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,1.0,14.0,15.0
TKT-013888,CLI-14211,ORD-065020,2023-01-22 12:52:28,2023-01-24 23:52:28,Telefone,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,5.0,16.0,15.0
TKT-013889,CLI-01729,ORD-014872,2023-09-12 07:17:53,2023-09-16 04:17:53,E-mail,Troca de Tamanho,Resolvido,"Me mandaram o tamanho errado, preciso resolver isso.",2.0,201.0,15.0
TKT-013890,CLI-10455,ORD-073985,2025-01-21 18:04:55,2025-01-21 21:04:55,Reclame Aqui,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,2.0,557.0,45.0
TKT-013891,CLI-11830,ORD-033217,2025-04-30 20:11:29,2025-12-31 23:59:00,E-mail,Pagamento não aprovado,Em Análise,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,328.0,15.0
TKT-013892,CLI-01729,ORD-018242,2025-07-26 09:33:50,2025-07-28 19:33:50,Reclame Aqui,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,587.0,45.0
TKT-013893,CLI-11830,ORD-015644,2023-11-29 14:00:43,2023-12-02 23:00:43,ChatBot,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",4.0,0.0,2.0
TKT-013894,CLI-14211,ORD-022903,2025-11-12 18:21:15,2025-11-16 18:21:15,E-mail,Pagamento não aprovado,Resolvido,Meu pagamento não foi aprovado mas o valor foi debitado.,1.0,154.0,15.0
TKT-013895,CLI-11830,ORD-062246,2024-09-28 18:50:58,2024-09-29 21:50:58,WhatsApp,Elogio,Escalado para N2,"Melhor loja online que já comprei, recomendo muito.",5.0,9.0,15.0
TKT-013896,CLI-11830,ORD-024702,2025-02-11 21:54:14,2025-02-15 01:54:14,ChatBot,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,3.0,3.0,2.0
TKT-013897,CLI-06351,ORD-063789,2024-11-12 14:54:45,2024-11-15 06:54:45,WhatsApp,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",4.0,4.0,15.0
TKT-013898,CLI-01729,ORD-042470,2023-05-24 20:23:40,2023-05-26 21:23:40,WhatsApp,Dúvida Técnica,Escalado para N2,Qual o prazo de entrega para o meu CEP?,5.0,6.0,15.0
TKT-013899,CLI-13650,ORD-016115,2025-12-02 11:25:46,2025-12-02 22:25:46,Telefone,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,3.0,10.0,15.0
