campanha_id,nome_campanha,canal,categoria_foco,data_inicio,data_fim,investimento_reais,impressoes,cliques,conversoes,atribuicao,status,roas,receita_gerada,cac
CAMP-1447,Lancamento_Colecao_2025,Influenciador,Geral,2025-10-19,2025-11-15,39272.81,10711661,459535,36353,First Click,Finalizada,11.2,439855.47,1.08
CAMP-1448,Volta_as_Aulas_2023_08,Email Marketing,Geral,2023-08-09,2023-09-03,50881.55,20164769,480620,45222,Linear,Finalizada,2.94,149591.76,1.13
CAMP-1449,Email_Reativacao_2025,Instagram Ads,Geral,2025-08-10,2025-10-19,67186.17,20114656,1050621,43353,Linear,Finalizada,2.97,199542.92,1.55
CAMP-1450,Push_Carrinho_2024_02,TikTok Ads,Geral,2024-02-14,2024-03-28,62374.71,17562996,328874,29808,Last Click,Finalizada,2.19,136600.61,2.09
CAMP-1451,Influenciador_Verao_2025_01,Influenciador,Geral,2025-01-09,2025-01-17,79613.18,19483438,555549,6161,First Click,Pausada,12.62,1004718.33,12.92
CAMP-1452,Influenciador_Verao_2023,Google Ads,Acessórios,2023-08-02,2023-09-15,2365.77,601370,13271,1349,First Click,Pausada,3.77,8918.95,1.75
CAMP-1453,Stories_Boost_2025_09,Email Marketing,Geral,2025-09-07,2025-12-25,39719.63,7055747,355396,25097,Linear,Pausada,2.89,114789.73,1.58
CAMP-1454,Stories_Boost_2024_07,Instagram Ads,Geral,2024-07-28,2024-08-23,94638.67,35287309,368987,12329,Linear,Finalizada,3.95,373822.75,7.68
CAMP-1455,Push_Carrinho_2025_10,Marketplace,Moda,2025-10-12,2025-10-21,46610.83,5177029,111694,8062,Last Click,Finalizada,3.66,170595.64,5.78
CAMP-1456,Performance_Sempre_Ligada_2025_01,Marketplace,Acessórios,2025-01-17,2025-04-26,78504.6,19615335,322157,34342,First Click,Pausada,1.45,113831.67,2.29
CAMP-1457,Natal_Presentes_2025,Marketplace,Lifestyle,2025-02-02,2025-03-18,113973.33,18311046,719176,81407,Last Click,Finalizada,3.66,417142.39,1.4
CAMP-1458,CAC_Reducao_2024_03,Email Marketing,Acessórios,2024-03-10,2024-05-04,94530.21,11375266,282420,13516,Last Click,Pausada,2.91,275082.91,6.99
CAMP-1459,Fidelidade_Clientes_2023,Marketplace,Beleza,2023-03-04,2023-04-22,26011.49,7368137,311783,18193,Last Click,Pausada,2.23,58005.62,1.43
CAMP-1460,Cyber_Monday_2024,Influenciador,Geral,2024-11-26,2025-02-17,72173.72,13309009,173179,17430,Last Click,Pausada,5.03,363033.81,4.14
CAMP-1461,Volta_as_Aulas_2023_05,TikTok Ads,Moda,2023-05-11,2023-06-14,20113.65,6944194,380350,6161,First Click,Pausada,2.33,46864.8,3.26
CAMP-1462,Push_Carrinho_2025_08,Instagram Ads,Moda,2025-08-08,2025-11-04,76070.22,17363835,280716,26657,Linear,Pausada,5.66,430557.45,2.85
CAMP-1463,CAC_Reducao_2024,Influenciador,Geral,2024-12-22,2025-02-08,21877.17,6430791,108398,11120,Last Click,Pausada,5.03,110042.17,1.97
CAMP-1464,Parceria_Creator_2024,Instagram Ads,Geral,2024-08-12,2024-10-15,6757.75,2521964,89562,7168,Last Click,Pausada,2.46,16624.06,0.94
CAMP-1465,Stories_Boost_2024_08,Marketplace,Lifestyle,2024-08-08,2024-11-04,42923.32,5372572,165446,11280,Last Click,Pausada,2.18,93572.84,3.81
CAMP-1466,Fidelidade_Clientes_2025,Instagram Ads,Lifestyle,2025-05-23,2025-08-11,24092.77,4158488,228166,7380,First Click,Finalizada,4.55,109622.1,3.26
CAMP-1467,Liquidacao_Julho_2023_09,Google Ads,Beleza,2023-09-07,2024-01-03,82668.02,12952978,537601,59689,Linear,Pausada,3.94,325712.0,1.38
CAMP-1468,Liquidacao_Julho_2025_03,Marketplace,Geral,2025-03-26,2025-04-10,95369.59,22275864,728673,8059,Linear,Finalizada,1.74,165943.09,11.83
CAMP-1469,Remarketing_30d_2023_02,Instagram Ads,Lifestyle,2023-02-15,2023-04-15,99841.52,14783155,369974,12914,First Click,Finalizada,4.56,455277.33,7.73
CAMP-1470,Upsell_Platinum_2023_06,Email Marketing,Geral,2023-06-14,2023-07-15,33650.12,6800187,85385,5354,Last Click,Finalizada,1.65,55522.7,6.29
CAMP-1471,Parceria_Creator_2024,Email Marketing,Moda,2024-04-07,2024-05-01,106661.33,30005282,910978,106478,Linear,Finalizada,3.35,357315.46,1.0
CAMP-1472,Lookalike_Gold_2025_01,TikTok Ads,Moda,2025-01-04,2025-12-31,71550.17,13515182,268269,3183,Linear,Ativa,7.55,540203.78,22.48
CAMP-1473,Feed_Carousel_2023_12,Influenciador,Beleza,2023-12-03,2024-01-31,108571.33,14598976,340595,13781,Linear,Finalizada,7.99,867484.93,7.88
CAMP-1474,Email_Reativacao_2025,TikTok Ads,Geral,2025-08-19,2025-09-16,98901.45,36073961,904982,79726,Linear,Finalizada,2.32,229451.36,1.24
CAMP-1475,CAC_Reducao_2025_01,Orgânico,Moda,2025-01-06,2025-12-31,53044.66,14153282,651315,50159,First Click,Ativa,3.52,186717.2,1.06
CAMP-1476,Upsell_Platinum_2024_09,TikTok Ads,Beleza,2024-09-18,2024-12-11,107865.9,24580381,1380531,127792,Last Click,Finalizada,7.78,839196.7,0.84
CAMP-1477,Performance_Moda_2024_04,TikTok Ads,Moda,2024-04-14,2024-08-10,62864.06,12899073,454243,8689,Linear,Pausada,1.69,106240.26,7.23
CAMP-1478,Dia_Das_Maes_2024_09,Email Marketing,Lifestyle,2024-09-04,2024-11-23,73248.6,28967537,1488444,27947,First Click,Pausada,3.31,242452.87,2.62
CAMP-1479,Upsell_Platinum_2025_12,Orgânico,Geral,2025-12-19,2025-12-31,53546.33,14172080,386347,10144,First Click,Pausada,2.69,144039.63,5.28
CAMP-1480,Black_Friday_Main_2023_11,Google Ads,Lifestyle,2023-11-27,2024-03-08,90594.39,20718703,972704,91986,Last Click,Pausada,3.13,283560.44,0.98
CAMP-1481,Influenciador_Inverno_2023,Instagram Ads,Moda,2023-10-08,2023-10-25,29984.65,10627989,154465,11289,Last Click,Pausada,5.23,156819.72,2.66
CAMP-1482,TikTok_Viral_2023_12,Influenciador,Moda,2023-12-14,2025-12-31,7276.68,1818864,92708,9060,Last Click,Ativa,2.28,16590.83,0.8
CAMP-1483,Volta_as_Aulas_2023,Influenciador,Moda,2023-05-07,2023-06-09,8547.52,1622664,71806,6934,First Click,Finalizada,11.48,98125.53,1.23
CAMP-1484,Performance_Moda_2023_12,Marketplace,Moda,2023-12-12,2024-03-04,68288.32,10029877,206452,16114,Last Click,Finalizada,2.34,159794.67,4.24
CAMP-1485,UGC_Organico_2023_06,TikTok Ads,Acessórios,2023-06-21,2023-08-24,10496.6,1962653,55078,2826,Last Click,Pausada,2.71,28445.79,3.71
CAMP-1486,Performance_Sempre_Ligada_2023,TikTok Ads,Moda,2023-07-10,2023-10-11,79270.95,27607070,1528678,94577,Linear,Pausada,7.06,559652.91,0.84
CAMP-1487,Retargeting_Carrinho_2025,Email Marketing,Acessórios,2025-07-14,2025-12-31,109710.69,19133027,671654,34622,Linear,Ativa,4.27,468464.65,3.17
CAMP-1488,Liquidacao_Julho_2023_02,Marketplace,Moda,2023-02-20,2023-04-27,76225.8,11092078,397556,39753,First Click,Finalizada,4.31,328533.2,1.92
CAMP-1489,Influenciador_Inverno_2023,Influenciador,Moda,2023-04-22,2023-04-29,58951.71,8753021,190212,12083,Linear,Pausada,14.04,827682.01,4.88
CAMP-1490,UGC_Organico_2024_11,TikTok Ads,Moda,2024-11-09,2025-01-13,63558.45,16861021,653918,63670,First Click,Pausada,4.18,265674.32,1.0
CAMP-1491,Email_Reativacao_2024_05,Marketplace,Acessórios,2024-05-23,2024-08-22,68446.2,9267795,332734,34737,Last Click,Pausada,2.82,193018.28,1.97
CAMP-1492,LTV_Expansion_2024,TikTok Ads,Lifestyle,2024-02-28,2024-06-20,64608.98,23626349,355831,22775,Linear,Finalizada,2.78,179612.96,2.84
CAMP-1493,Black_Friday_Main_2025_02,Marketplace,Geral,2025-02-26,2025-12-31,46172.95,15988405,353206,31538,First Click,Ativa,2.22,102503.95,1.46
CAMP-1494,Volta_as_Aulas_2025,Email Marketing,Geral,2025-02-17,2025-05-05,53293.86,17009914,986806,34014,Last Click,Finalizada,2.14,114048.86,1.57
CAMP-1495,CAC_Reducao_2024_02,Marketplace,Moda,2024-02-08,2024-05-02,74798.1,8681775,499017,15584,First Click,Pausada,2.68,200458.91,4.8
CAMP-1496,Cyber_Monday_2023_07,Google Ads,Geral,2023-07-05,2023-10-20,116392.63,43720040,503945,52013,Linear,Pausada,3.89,452767.33,2.24
CAMP-1497,Lookalike_Gold_2024_08,Instagram Ads,Lifestyle,2024-08-05,2025-12-31,91003.84,9210600,100792,8659,First Click,Ativa,5.52,502341.2,10.51
CAMP-1498,Influenciador_Inverno_2023_05,Email Marketing,Beleza,2023-05-12,2023-06-18,7327.77,1718147,68792,1435,Last Click,Pausada,1.58,11577.88,5.11
CAMP-1499,Liquida_Beleza_2023,Email Marketing,Acessórios,2023-10-24,2023-12-30,89380.17,35264798,1869337,136792,Last Click,Pausada,2.49,222556.62,0.65
CAMP-1500,Push_Carrinho_2023,TikTok Ads,Lifestyle,2023-03-10,2025-12-31,99919.33,30180344,1298338,37603,First Click,Ativa,6.88,687444.99,2.66
CAMP-1501,Liquida_Beleza_2024_07,Instagram Ads,Beleza,2024-07-17,2024-10-20,25970.45,6024239,94966,5121,First Click,Finalizada,2.28,59212.63,5.07
CAMP-1502,Push_Carrinho_2023,TikTok Ads,Moda,2023-10-11,2023-11-17,107212.85,22784174,342860,24972,First Click,Finalizada,5.29,567155.98,4.29
CAMP-1503,Performance_Sempre_Ligada_2024_10,Influenciador,Acessórios,2024-10-11,2025-12-31,11674.41,1843230,46714,4567,First Click,Ativa,12.08,141026.87,2.56
CAMP-1504,Stories_Boost_2023_04,Email Marketing,Acessórios,2023-04-25,2023-07-24,20765.49,2282703,42499,4225,First Click,Finalizada,3.04,63127.09,4.91
CAMP-1505,Liquidacao_Julho_2024,Orgânico,Acessórios,2024-03-06,2025-12-31,96550.94,15568207,828963,73026,Last Click,Ativa,4.17,402617.42,1.32
CAMP-1506,Influenciador_Inverno_2023_09,Instagram Ads,Geral,2023-09-26,2023-10-11,100141.3,22585088,540516,29607,Last Click,Finalizada,6.13,613866.17,3.38
CAMP-1507,Retargeting_Carrinho_2023,Influenciador,Beleza,2023-06-05,2025-12-31,47797.91,6027442,104976,11573,Linear,Ativa,2.56,122362.65,4.13
CAMP-1508,Performance_Moda_2025,Orgânico,Moda,2025-05-10,2025-07-13,106019.57,21231992,194812,16400,First Click,Finalizada,2.41,255507.16,6.46
CAMP-1509,Lookalike_Gold_2024_07,Google Ads,Beleza,2024-07-03,2024-09-25,86479.97,7585509,443563,10970,Linear,Finalizada,3.69,319111.09,7.88
CAMP-1510,Lookalike_Gold_2023_07,Email Marketing,Lifestyle,2023-07-02,2025-12-31,12934.82,3797310,93500,10501,Last Click,Ativa,1.36,17591.36,1.23
CAMP-1511,Liquidacao_Julho_2025_05,Email Marketing,Acessórios,2025-05-24,2025-08-07,30784.85,7940054,390178,42885,Last Click,Finalizada,1.51,46485.12,0.72
CAMP-1512,UGC_Organico_2023_09,Marketplace,Moda,2023-09-17,2023-11-21,3031.55,969321,29848,2456,First Click,Finalizada,1.44,4365.43,1.23
CAMP-1513,Lookalike_Gold_2025_10,Marketplace,Lifestyle,2025-10-05,2025-12-31,36232.91,3482439,131310,11800,First Click,Ativa,4.07,147467.94,3.07
CAMP-1514,Branding_Awareness_2025,Marketplace,Geral,2025-11-05,2025-12-31,117561.76,19885900,437267,25394,First Click,Finalizada,3.02,355036.52,4.63
CAMP-1515,Fidelidade_Clientes_2025_07,Google Ads,Geral,2025-07-11,2025-08-10,85787.02,7130022,81480,2307,Linear,Pausada,3.69,316554.1,37.19
CAMP-1516,Stories_Boost_2024_06,Google Ads,Moda,2024-06-01,2024-09-13,437.0,37843,1382,71,Last Click,Pausada,3.71,1621.27,6.15
CAMP-1517,Influenciador_Verao_2025,Marketplace,Beleza,2025-02-20,2025-12-31,62035.73,16312663,790569,94804,First Click,Ativa,2.62,162533.61,0.65
CAMP-1518,UGC_Organico_2023_07,Instagram Ads,Geral,2023-07-19,2023-10-14,98483.92,12254983,413146,46569,Linear,Pausada,5.37,528858.65,2.11
CAMP-1519,Retargeting_Carrinho_2025_12,Orgânico,Acessórios,2025-12-20,2025-12-31,1266.98,423741,10812,754,Linear,Ativa,4.77,6043.49,1.68
CAMP-1520,Cyber_Monday_2024,Marketplace,Acessórios,2024-07-08,2025-12-31,2962.31,802644,41528,3108,First Click,Ativa,2.0,5924.62,0.95
CAMP-1521,Influenciador_Inverno_2024,Instagram Ads,Beleza,2024-02-04,2024-02-21,11277.54,3082391,128164,11069,Last Click,Finalizada,5.8,65409.73,1.02
CAMP-1522,Lancamento_Colecao_2023,Google Ads,Moda,2023-11-09,2024-02-09,8395.95,1218294,58060,2354,Linear,Pausada,3.32,27874.55,3.57
CAMP-1523,LTV_Expansion_2024,Email Marketing,Geral,2024-05-19,2024-06-29,51946.7,6620417,71439,1174,First Click,Finalizada,3.58,185969.19,44.25
CAMP-1524,Influenciador_Inverno_2025_09,TikTok Ads,Beleza,2025-09-03,2025-09-29,78383.67,19146658,747027,70501,Last Click,Pausada,7.75,607473.44,1.11
CAMP-1525,Black_Friday_Main_2025,Google Ads,Moda,2025-06-17,2025-08-26,82721.5,30569485,987809,95682,First Click,Finalizada,3.41,282080.32,0.86
CAMP-1526,Influenciador_Verao_2024,Google Ads,Lifestyle,2024-01-01,2024-01-28,119100.34,30871329,470893,41030,First Click,Pausada,3.69,439480.25,2.9
CAMP-1527,Liquidacao_Julho_2025,Orgânico,Beleza,2025-06-12,2025-07-25,13907.79,1253735,40322,1170,First Click,Finalizada,2.63,36577.49,11.89
CAMP-1528,LTV_Expansion_2025,Instagram Ads,Beleza,2025-04-17,2025-12-31,10582.58,1150474,61788,6785,Linear,Ativa,2.64,27938.01,1.56
CAMP-1529,Liquidacao_Julho_2023,Orgânico,Acessórios,2023-06-03,2025-12-31,78652.7,12949178,462056,23642,Last Click,Ativa,2.74,215508.4,3.33
CAMP-1530,Cyber_Monday_2024,Google Ads,Lifestyle,2024-07-24,2025-12-31,105063.25,30429395,1657773,195006,Last Click,Ativa,3.85,404493.51,0.54
CAMP-1531,Fidelidade_Clientes_2023_10,Marketplace,Moda,2023-10-03,2023-10-10,60006.63,19077724,773562,25175,Last Click,Finalizada,4.38,262829.04,2.38
CAMP-1532,Performance_Beleza_2025_07,Google Ads,Lifestyle,2025-07-03,2025-08-31,19749.19,3588666,47660,4038,Last Click,Pausada,3.95,78009.3,4.89
CAMP-1533,Natal_Presentes_2025_07,Marketplace,Moda,2025-07-28,2025-11-15,112206.7,42436836,2067731,237370,Linear,Finalizada,4.93,553179.03,0.47
CAMP-1534,Dia_Dos_Namorados_2025_08,Marketplace,Acessórios,2025-08-17,2025-09-27,56901.94,19662931,834580,61425,Last Click,Finalizada,1.06,60316.06,0.93
CAMP-1535,Stories_Boost_2024,Instagram Ads,Geral,2024-09-19,2024-11-03,15241.38,2746896,60809,2009,Linear,Pausada,4.1,62489.66,7.59
CAMP-1536,Remarketing_30d_2025,TikTok Ads,Acessórios,2025-03-04,2025-04-23,101248.5,27688670,1303109,36485,Last Click,Finalizada,2.62,265271.07,2.78
CAMP-1537,Retargeting_Carrinho_2024_11,Orgânico,Lifestyle,2024-11-27,2025-12-31,15022.23,4425335,176340,16779,Last Click,Ativa,3.12,46869.36,0.9
CAMP-1538,Natal_Presentes_2025_07,Google Ads,Moda,2025-07-08,2025-08-27,60153.05,21443360,1070606,95970,Last Click,Finalizada,3.59,215949.45,0.63
CAMP-1539,LTV_Expansion_2024,Email Marketing,Moda,2024-07-09,2024-07-18,101639.72,34689512,2068677,62043,First Click,Finalizada,2.48,252066.51,1.64
CAMP-1540,Lookalike_Gold_2023,Orgânico,Lifestyle,2023-12-06,2023-12-16,85046.32,8190510,325881,37351,Last Click,Pausada,4.78,406521.41,2.28
CAMP-1541,Lancamento_Colecao_2025,Google Ads,Moda,2025-12-21,2025-12-31,118497.02,17163516,193073,16773,Linear,Pausada,3.55,420664.42,7.06
CAMP-1542,TikTok_Viral_2023,Email Marketing,Geral,2023-02-03,2023-02-14,25340.82,9479360,309898,7079,First Click,Pausada,2.99,75769.05,3.58
CAMP-1543,Dia_Dos_Namorados_2025,Email Marketing,Acessórios,2025-09-14,2025-12-31,89955.96,32661241,1548105,166036,Linear,Ativa,3.73,335535.73,0.54
CAMP-1544,Dia_Dos_Namorados_2025,TikTok Ads,Moda,2025-09-09,2025-12-31,77832.1,27282355,1120728,112478,Linear,Ativa,7.49,582962.43,0.69
CAMP-1545,Lookalike_Gold_2023_08,Instagram Ads,Moda,2023-08-11,2023-10-24,84799.02,7398105,414119,29564,Linear,Pausada,4.22,357851.86,2.87
CAMP-1546,Influenciador_Verao_2023_08,Instagram Ads,Acessórios,2023-08-20,2023-11-26,56260.2,21522783,290573,3784,Last Click,Pausada,5.9,331935.18,14.87
CAMP-1547,Cyber_Monday_2023,TikTok Ads,Beleza,2023-04-22,2023-08-04,30307.44,7180778,102483,3256,Last Click,Finalizada,1.76,53341.09,9.31
CAMP-1548,Natal_Presentes_2023,Email Marketing,Moda,2023-03-26,2023-04-03,94168.5,21561485,1260367,16967,Last Click,Finalizada,3.68,346540.08,5.55
CAMP-1549,Push_Carrinho_2023_07,Google Ads,Beleza,2023-07-06,2023-10-26,47006.23,4332867,258465,19713,Last Click,Pausada,3.35,157470.87,2.38
CAMP-1550,Upsell_Platinum_2025_08,Influenciador,Acessórios,2025-08-01,2025-10-03,8141.93,2266045,32079,2360,Linear,Finalizada,5.79,47141.77,3.45
CAMP-1551,Performance_Sempre_Ligada_2024,Google Ads,Moda,2024-01-24,2025-12-31,48907.36,8579396,133409,2400,Last Click,Ativa,3.22,157481.7,20.38
CAMP-1552,Email_Reativacao_2024_03,Instagram Ads,Geral,2024-03-10,2024-06-14,74476.33,26589897,1011749,42231,First Click,Pausada,2.33,173529.85,1.76
CAMP-1553,Retargeting_Carrinho_2023,Instagram Ads,Lifestyle,2023-12-14,2024-04-02,97722.88,17711852,352269,9232,Linear,Pausada,3.89,380142.0,10.59
CAMP-1554,Retargeting_Carrinho_2024,Influenciador,Geral,2024-12-10,2025-03-28,27884.39,9973563,398465,18448,Last Click,Pausada,1.86,51864.97,1.51
CAMP-1555,Fidelidade_Clientes_2024,Instagram Ads,Moda,2024-08-14,2024-09-09,60766.61,20580626,1007141,104850,Last Click,Finalizada,3.23,196276.15,0.58
CAMP-1556,Feed_Carousel_2023_09,Influenciador,Moda,2023-09-25,2025-12-31,53995.0,12832309,641273,15864,Linear,Ativa,8.66,467596.7,3.4
CAMP-1557,Influenciador_Inverno_2024,Instagram Ads,Lifestyle,2024-05-05,2024-08-01,91538.78,31111414,996085,34842,Last Click,Pausada,3.48,318554.95,2.63
CAMP-1558,Lancamento_Colecao_2024_07,Marketplace,Lifestyle,2024-07-25,2024-08-19,43100.74,9537924,89851,2910,Last Click,Pausada,1.49,64220.1,14.81
CAMP-1559,Cyber_Monday_2025,TikTok Ads,Lifestyle,2025-08-18,2025-11-29,57842.3,18003487,346723,22028,First Click,Pausada,4.95,286319.39,2.63
CAMP-1560,Feed_Carousel_2023,Marketplace,Lifestyle,2023-05-17,2023-08-22,80671.93,16349235,268517,7787,Linear,Finalizada,2.58,208133.58,10.36
CAMP-1561,Performance_Beleza_2024_03,Marketplace,Beleza,2024-03-18,2024-05-02,53953.65,11716329,176653,10419,Last Click,Pausada,1.83,98735.18,5.18
CAMP-1562,Stories_Boost_2024_04,Instagram Ads,Beleza,2024-04-24,2024-06-21,50224.76,6241742,245890,8352,Last Click,Finalizada,4.52,227015.92,6.01
CAMP-1563,Liquida_Beleza_2024_11,Email Marketing,Moda,2024-11-23,2025-12-31,31736.9,11867290,417875,22261,Last Click,Ativa,1.23,39036.39,1.43
CAMP-1564,CAC_Reducao_2023,TikTok Ads,Lifestyle,2023-05-01,2023-05-11,57016.99,15101939,703668,81111,Last Click,Pausada,4.42,252015.1,0.7
CAMP-1565,Dia_Das_Maes_2024,TikTok Ads,Moda,2024-04-22,2024-06-09,54137.77,17094462,581382,62209,First Click,Finalizada,3.74,202475.26,0.87
CAMP-1566,Volta_as_Aulas_2025,Marketplace,Moda,2025-12-28,2025-12-31,99774.59,24806956,388289,11610,First Click,Ativa,4.0,399098.36,8.59
CAMP-1567,LTV_Expansion_2023,Marketplace,Beleza,2023-01-23,2023-04-22,57961.01,6610649,78670,4808,Linear,Pausada,2.96,171564.59,12.06
CAMP-1568,Push_Carrinho_2023,Instagram Ads,Acessórios,2023-07-06,2025-12-31,35484.45,9842399,356749,8041,Linear,Ativa,4.02,142647.49,4.41
CAMP-1569,Liquidacao_Julho_2024,Google Ads,Moda,2024-03-04,2024-05-24,25038.18,8865341,153520,2034,Linear,Pausada,3.99,99902.34,12.31
CAMP-1570,Lancamento_Colecao_2023,TikTok Ads,Geral,2023-02-09,2023-04-07,59555.59,6240133,186952,2389,First Click,Finalizada,7.24,431182.47,24.93
CAMP-1571,Lookalike_Gold_2024,Google Ads,Moda,2024-04-15,2024-04-27,82293.06,31373071,726056,23096,Last Click,Finalizada,3.46,284733.99,3.56
CAMP-1572,Upsell_Platinum_2025_04,Influenciador,Acessórios,2025-04-28,2025-12-31,97039.12,12728728,286257,16830,Linear,Ativa,8.55,829684.48,5.77
CAMP-1573,Dia_Das_Maes_2023_12,Google Ads,Geral,2023-12-13,2024-01-30,7491.7,2711339,108509,8398,Linear,Finalizada,3.11,23299.19,0.89
CAMP-1574,Cyber_Monday_2023_03,Google Ads,Geral,2023-03-15,2023-06-27,21785.85,7746553,126450,9228,First Click,Finalizada,3.35,72982.6,2.36
CAMP-1575,Performance_Moda_2024,Influenciador,Geral,2024-01-05,2024-04-12,54416.99,15600378,793298,47516,First Click,Finalizada,4.9,266643.25,1.15
CAMP-1576,Liquidacao_Julho_2024_10,Email Marketing,Acessórios,2024-10-24,2024-12-17,54426.7,4364072,229883,13294,Last Click,Pausada,3.99,217162.53,4.09
CAMP-1577,Retargeting_Carrinho_2023,TikTok Ads,Acessórios,2023-03-02,2023-06-02,67892.36,23733097,401834,6071,Last Click,Pausada,7.38,501045.62,11.18
CAMP-1578,Liquida_Beleza_2025,TikTok Ads,Beleza,2025-01-09,2025-03-30,70256.83,9517894,153786,17728,First Click,Pausada,1.54,108195.52,3.96
CAMP-1579,Dia_Das_Maes_2023,Google Ads,Lifestyle,2023-01-05,2023-04-05,41417.49,16214787,225436,24194,Linear,Finalizada,3.28,135849.37,1.71
CAMP-1580,Liquida_Beleza_2023,Orgânico,Moda,2023-07-19,2023-10-04,83478.08,12238587,221143,21082,First Click,Finalizada,2.18,181982.21,3.96
CAMP-1581,Influenciador_Verao_2025_07,Marketplace,Beleza,2025-07-05,2025-12-31,64580.96,12333818,577522,39976,Last Click,Ativa,1.51,97517.25,1.62
CAMP-1582,Parceria_Creator_2023_03,TikTok Ads,Lifestyle,2023-03-19,2025-12-31,93653.07,30009645,853076,93705,First Click,Ativa,2.37,221957.78,1.0
CAMP-1583,Parceria_Creator_2023,Instagram Ads,Beleza,2023-08-13,2023-10-20,37217.0,7404042,120854,13258,Last Click,Finalizada,5.87,218463.79,2.81
CAMP-1584,Dia_Dos_Namorados_2025,Orgânico,Moda,2025-04-15,2025-08-01,70397.63,9704994,302889,26450,Last Click,Pausada,1.93,135867.43,2.66
CAMP-1585,Liquidacao_Julho_2024_08,Google Ads,Acessórios,2024-08-11,2024-12-05,30374.57,3429999,188981,16466,First Click,Finalizada,3.12,94768.66,1.84
CAMP-1586,Dia_Dos_Namorados_2025,Instagram Ads,Moda,2025-10-06,2025-12-31,37985.52,4709336,52633,1488,Last Click,Finalizada,5.46,207400.94,25.53
CAMP-1587,CAC_Reducao_2024,Influenciador,Moda,2024-02-09,2024-05-24,12224.03,3480806,82058,6833,Linear,Pausada,6.9,84345.81,1.79
CAMP-1588,Natal_Presentes_2024_08,Marketplace,Beleza,2024-08-20,2024-10-13,103224.35,13322561,171302,11987,Linear,Finalizada,3.51,362317.47,8.61
CAMP-1589,UGC_Organico_2023,Influenciador,Geral,2023-10-06,2023-10-13,92644.96,21733841,220712,14169,First Click,Finalizada,3.37,312213.52,6.54
CAMP-1590,Semana_Consumidor_2025_10,Google Ads,Beleza,2025-10-18,2025-11-06,104738.33,39976727,664745,40815,Last Click,Finalizada,3.96,414763.79,2.57
CAMP-1591,Remarketing_30d_2024,Instagram Ads,Geral,2024-11-17,2025-01-08,99579.17,25220961,1477402,66882,Last Click,Pausada,4.39,437152.56,1.49
CAMP-1592,Performance_Moda_2023_12,TikTok Ads,Beleza,2023-12-17,2024-02-23,79083.77,26038644,699019,78036,Linear,Pausada,7.19,568612.31,1.01
CAMP-1593,Performance_Beleza_2025_07,Influenciador,Moda,2025-07-06,2025-08-04,104375.25,8638023,116847,3525,Last Click,Pausada,14.04,1465428.51,29.61
CAMP-1594,Cyber_Monday_2024_03,Google Ads,Lifestyle,2024-03-18,2024-06-08,105721.26,30316428,385420,43950,First Click,Finalizada,3.92,414427.34,2.41
CAMP-1595,Branding_Awareness_2025_03,Influenciador,Geral,2025-03-20,2025-12-31,1810.68,551701,16391,470,Last Click,Ativa,2.45,4436.17,3.85
CAMP-1596,Retargeting_Carrinho_2024,Instagram Ads,Lifestyle,2024-01-19,2024-02-19,8197.05,2848517,118625,1431,First Click,Pausada,2.25,18443.36,5.73
CAMP-1597,Volta_as_Aulas_2023_06,Email Marketing,Beleza,2023-06-25,2023-09-19,16309.36,2859375,91818,1795,Linear,Pausada,4.41,71924.28,9.09
CAMP-1598,Lookalike_Gold_2023,Instagram Ads,Acessórios,2023-09-05,2023-12-05,38580.42,6555419,90246,7703,Last Click,Pausada,2.27,87577.55,5.01
CAMP-1599,Retargeting_Carrinho_2024,TikTok Ads,Beleza,2024-05-07,2024-08-13,1436.74,378123,7513,218,Last Click,Finalizada,4.39,6307.29,6.59
CAMP-1600,TikTok_Viral_2023,Orgânico,Beleza,2023-11-04,2024-03-01,94422.79,11018495,456513,44364,Last Click,Pausada,1.37,129359.22,2.13
CAMP-1601,Volta_as_Aulas_2023_12,Influenciador,Beleza,2023-12-04,2024-01-15,14133.24,4517507,144144,8797,Last Click,Finalizada,8.09,114337.91,1.61
CAMP-1602,Fidelidade_Clientes_2024_12,Marketplace,Moda,2024-12-07,2025-03-01,21771.28,8532098,431528,46087,Last Click,Finalizada,2.31,50291.66,0.47
CAMP-1603,Liquida_Beleza_2025,Instagram Ads,Geral,2025-08-01,2025-11-22,74442.76,19405903,329253,28548,First Click,Finalizada,3.44,256083.09,2.61
CAMP-1604,UGC_Organico_2024_05,Marketplace,Lifestyle,2024-05-03,2024-05-31,32386.45,7030716,178808,5650,Linear,Pausada,2.02,65420.63,5.73
CAMP-1605,Natal_Presentes_2023_06,TikTok Ads,Moda,2023-06-28,2023-09-11,89493.8,17999002,856309,47938,First Click,Finalizada,5.97,534277.99,1.87
CAMP-1606,LTV_Expansion_2024,Google Ads,Geral,2024-12-23,2025-03-23,117514.49,9521979,243981,15881,Linear,Pausada,3.31,388972.96,7.4
CAMP-1607,Performance_Beleza_2023,Influenciador,Beleza,2023-07-24,2023-09-10,100260.44,9063588,440605,27522,Last Click,Pausada,6.7,671744.95,3.64
CAMP-1608,Lancamento_Colecao_2025_02,Marketplace,Acessórios,2025-02-10,2025-04-22,33241.72,7520994,215110,11028,Last Click,Finalizada,4.37,145266.32,3.01
